Date,HomeTeam,AwayTeam,Elo_H_before,Elo_A_before,GoalsScore_H,GoalsAgainst_H,GoalDifference_H,WinStreak_H,LoseStreak_H,Wins_H,Losses_H,WinRate_H,GoalsScore_H_avg,GoalsAgainst_H_avg,Home_adv_elo,GoalsScore_A,GoalsAgainst_A,GoalDifference_A,WinStreak_A,LoseStreak_A,Wins_A,Losses_A,WinRate_A,GoalsScore_A_avg,GoalsAgainst_A_avg,H2H_score,H2H_GS_H_total,H2H_GS_A_total,H2H_GS_H_avg,H2H_GS_A_avg,Full Time Home Goals,Full Time Away Goals
2013-02-02,Newcastle,Chelsea,1511.5993012943607,1662.5285878839222,7.0,12.0,-5.0,1,0,1.0,3.0,0.2,1.4,2.4,-52.50000000000001,10.0,6.0,4.0,0,0,2.0,1.0,0.4,2.0,1.2,-6,8,23,0.5333333333333333,1.5333333333333334,3,2
2013-02-03,Man City,Liverpool,1721.6699522240915,1597.2935345681824,11.0,3.0,8.0,0,0,4.0,0.0,0.8,2.2,0.6,37.49999999999999,14.0,4.0,10.0,0,0,3.0,1.0,0.6,2.8,0.8,-4,16,18,0.9411764705882353,1.0588235294117647,2,2
2013-02-03,West Brom,Tottenham,1501.4532215416575,1624.0212897612557,6.0,11.0,-5.0,0,1,0.0,4.0,0.0,1.2,2.2,-22.500000000000004,7.0,4.0,3.0,0,0,2.0,0.0,0.4,1.4,0.8,-2,12,13,1.0909090909090908,1.1818181818181819,0,1
2013-02-09,Sunderland,Arsenal,1510.6684526649592,1645.0410768181769,7.0,7.0,0.0,0,1,2.0,2.0,0.4,1.4,1.4,37.49999999999999,9.0,7.0,2.0,1,0,2.0,2.0,0.4,1.8,1.4,-6,8,18,0.6153846153846154,1.3846153846153846,0,1
2013-02-09,Tottenham,Newcastle,1627.9563533076093,1521.2856497710652,6.0,3.0,3.0,1,0,2.0,0.0,0.4,1.2,0.6,67.5,7.0,7.0,0.0,2,0,2.0,2.0,0.4,1.4,1.4,-1,23,23,1.5333333333333334,1.5333333333333334,2,1
2013-02-09,Swansea,QPR,1537.1170005565455,1449.7764962164567,5.0,4.0,1.0,0,1,1.0,1.0,0.2,1.0,0.8,37.5,2.0,1.0,1.0,0,0,1.0,0.0,0.2,0.4,0.2,0,6,4,2.0,1.3333333333333333,4,1
2013-02-09,Stoke,Reading,1512.9186265580727,1450.556665714919,3.0,13.0,-10.0,0,1,0.0,4.0,0.0,0.6,2.6,7.5,10.0,9.0,1.0,1,0,3.0,1.0,0.6,2.0,1.8,0,1,1,1.0,1.0,2,1
2013-02-09,Chelsea,Wigan,1652.8422394072177,1460.5005733015664,12.0,8.0,4.0,0,1,2.0,1.0,0.4,2.4,1.6,37.5,7.0,12.0,-5.0,0,0,0.0,2.0,0.0,1.4,2.4,11,36,9,2.4,0.6,4,1
2013-02-09,Southampton,Man City,1476.2504174266214,1717.6190664948701,6.0,6.0,0.0,0,0,1.0,1.0,0.2,1.2,1.2,-52.5,9.0,2.0,7.0,0,0,3.0,0.0,0.6,1.8,0.4,-2,3,5,1.0,1.6666666666666667,3,1
2013-02-09,Norwich,Fulham,1473.440036850728,1514.813062941401,2.0,8.0,-6.0,0,0,0.0,2.0,0.0,0.4,1.6,7.5,6.0,6.0,0.0,0,1,2.0,2.0,0.4,1.2,1.2,-4,2,15,0.4,3.0,0,0
2013-02-10,Aston Villa,West Ham,1461.8010482230607,1463.4943713468813,8.0,10.0,-2.0,0,0,0.0,2.0,0.0,1.6,2.0,7.5,4.0,12.0,-8.0,1,0,1.0,3.0,0.2,0.8,2.4,1,14,14,1.0769230769230769,1.0769230769230769,2,1
2013-02-10,Man United,Everton,1754.9815339847617,1612.2592866322364,10.0,3.0,7.0,2,0,4.0,0.0,0.8,2.0,0.6,97.5,7.0,5.0,2.0,0,0,2.0,0.0,0.4,1.4,1.0,6,28,17,1.6470588235294117,1.0,2,0
2013-02-11,Liverpool,West Brom,1601.3444202974038,1497.518157995304,13.0,6.0,7.0,0,0,2.0,1.0,0.4,2.6,1.2,97.50000000000001,6.0,10.0,-4.0,0,2,0.0,4.0,0.0,1.2,2.0,5,20,6,1.8181818181818181,0.5454545454545454,0,2
2013-02-17,Liverpool,Swansea,1586.0226410911125,1545.7146869826856,10.0,8.0,2.0,0,1,1.0,2.0,0.2,2.0,1.6,67.5,7.0,3.0,4.0,1,0,2.0,1.0,0.4,1.4,0.6,-1,0,1,0.0,0.3333333333333333,5,0
2013-02-23,West Brom,Sunderland,1512.8399372015951,1505.8339325147463,7.0,8.0,-1.0,1,0,1.0,3.0,0.2,1.4,1.6,-22.500000000000004,7.0,5.0,2.0,0,2,2.0,2.0,0.4,1.4,1.0,3,18,12,2.0,1.3333333333333333,2,1
2013-02-23,Reading,Wigan,1445.1714894127076,1455.221177796397,10.0,8.0,2.0,0,1,3.0,1.0,0.6,2.0,1.6,67.5,8.0,12.0,-4.0,0,1,0.0,2.0,0.0,1.6,2.4,0,7,7,1.4,1.4,0,3
2013-02-23,QPR,Man United,1441.1788097903166,1758.9543716867697,2.0,5.0,-3.0,0,1,0.0,1.0,0.0,0.4,1.0,-82.49999999999999,8.0,3.0,5.0,3,0,4.0,0.0,0.8,1.6,0.6,-3,1,7,0.3333333333333333,2.3333333333333335,0,2
2013-02-23,Norwich,Everton,1474.3971668445672,1608.2864489302283,1.0,6.0,-5.0,0,0,0.0,1.0,0.0,0.2,1.2,-52.50000000000001,5.0,6.0,-1.0,0,1,1.0,1.0,0.2,1.0,1.2,-2,6,8,1.2,1.6,2,1
2013-02-23,Arsenal,Aston Villa,1649.8755969683898,1468.598743578391,10.0,5.0,5.0,2,0,3.0,1.0,0.6,2.0,1.0,67.5,8.0,9.0,-1.0,1,0,1.0,2.0,0.2,1.6,1.8,7,31,14,1.8235294117647058,0.8235294117647058,2,1
2013-02-23,Fulham,Stoke,1513.8559329475618,1518.3038028602841,4.0,5.0,-1.0,0,0,1.0,2.0,0.2,0.8,1.0,37.5,5.0,11.0,-6.0,1,0,1.0,3.0,0.2,1.0,2.2,0,9,8,1.0,0.8888888888888888,1,0
2013-02-24,Man City,Chelsea,1701.251185125419,1658.1216349123872,7.0,5.0,2.0,0,1,2.0,1.0,0.4,1.4,1.0,7.5,12.0,9.0,3.0,1,0,2.0,1.0,0.4,2.4,1.8,-5,12,27,0.7058823529411765,1.588235294117647,2,0
2013-02-24,Newcastle,Southampton,1517.8374228286123,1492.6182987960726,7.0,7.0,0.0,0,1,2.0,2.0,0.4,1.4,1.4,37.5,8.0,7.0,1.0,1,0,1.0,1.0,0.2,1.6,1.4,1,4,4,1.3333333333333333,1.3333333333333333,4,2
2013-02-25,West Ham,Tottenham,1456.696675991551,1631.4045802500623,5.0,11.0,-6.0,0,1,1.0,3.0,0.2,1.0,2.2,-22.499999999999996,5.0,3.0,2.0,2,0,2.0,0.0,0.4,1.0,0.6,-6,10,22,0.7692307692307693,1.6923076923076923,2,3
2013-03-02,Chelsea,West Brom,1648.9365916079114,1520.0296799614748,10.0,9.0,1.0,0,1,2.0,2.0,0.4,2.0,1.8,37.49999999999999,7.0,6.0,1.0,2,0,2.0,2.0,0.4,1.4,1.2,7,28,7,2.5454545454545454,0.6363636363636364,1,0
2013-03-02,Everton,Reading,1598.7632214947614,1429.4475135788002,6.0,8.0,-2.0,0,2,1.0,2.0,0.2,1.2,1.6,37.5,7.0,9.0,-2.0,0,2,2.0,2.0,0.4,1.4,1.8,0,5,4,1.0,0.8,3,1
2013-03-02,Man United,Norwich,1760.6419298392143,1483.920394280034,8.0,2.0,6.0,4,0,4.0,0.0,0.8,1.6,0.4,127.50000000000001,3.0,7.0,-4.0,1,0,1.0,1.0,0.2,0.6,1.4,1,6,5,1.2,1.0,4,0
2013-03-02,Southampton,QPR,1483.8442631941743,1439.491251637872,8.0,9.0,-1.0,0,1,1.0,2.0,0.2,1.6,1.8,37.5,2.0,7.0,-5.0,0,2,0.0,2.0,0.0,0.4,1.4,1,3,1,3.0,1.0,1,2
2013-03-02,Stoke,West Ham,1512.122615836084,1453.6025760598889,5.0,8.0,-3.0,0,1,1.0,3.0,0.2,1.0,1.6,67.5,6.0,13.0,-7.0,0,2,1.0,4.0,0.2,1.2,2.6,-1,6,9,0.8571428571428571,1.2857142857142858,0,1
2013-03-02,Sunderland,Fulham,1498.6441897548666,1520.037119971762,5.0,7.0,-2.0,0,3,1.0,3.0,0.2,1.0,1.4,37.5,4.0,4.0,0.0,1,0,2.0,2.0,0.4,0.8,0.8,0,12,12,0.9230769230769231,0.9230769230769231,2,2
2013-03-02,Swansea,Newcastle,1533.7703465847587,1526.6114584305105,7.0,8.0,-1.0,0,1,2.0,2.0,0.4,1.4,1.6,37.5,11.0,9.0,2.0,1,0,3.0,2.0,0.6,2.2,1.8,0,2,3,0.6666666666666666,1.0,1,0
2013-03-02,Wigan,Liverpool,1470.9451536303043,1597.9669814890394,10.0,11.0,-1.0,1,0,1.0,2.0,0.2,2.0,2.2,-22.500000000000004,14.0,6.0,8.0,1,0,2.0,1.0,0.4,2.8,1.2,-6,10,24,0.6666666666666666,1.6,0,4
2013-03-03,Tottenham,Arsenal,1634.4986801817245,1652.2765355871081,8.0,5.0,3.0,3,0,3.0,0.0,0.6,1.6,1.0,7.5,11.0,4.0,7.0,3,0,4.0,0.0,0.8,2.2,0.8,-5,28,42,1.6470588235294117,2.4705882352941178,2,1
2013-03-04,Aston Villa,Man City,1466.1978049596726,1710.4362284298948,9.0,10.0,-1.0,0,1,1.0,2.0,0.2,1.8,2.0,-22.500000000000004,7.0,5.0,2.0,1,0,2.0,1.0,0.4,1.4,1.0,-9,14,35,0.8235294117647058,2.0588235294117645,0,1
2013-03-09,Norwich,Southampton,1481.502421731925,1475.6155075033425,3.0,6.0,-3.0,0,1,1.0,1.0,0.2,0.6,1.2,7.5,9.0,11.0,-2.0,0,2,1.0,3.0,0.2,1.8,2.2,0,6,6,2.0,2.0,0,0
2013-03-09,QPR,Sunderland,1447.7200073287038,1498.184289971033,3.0,7.0,-4.0,1,0,1.0,2.0,0.2,0.6,1.4,-52.50000000000001,4.0,7.0,-3.0,0,0,0.0,3.0,0.0,0.8,1.4,-2,3,6,1.0,2.0,3,1
2013-03-09,Reading,Aston Villa,1424.7645895453595,1464.006988432484,6.0,11.0,-5.0,0,3,1.0,3.0,0.2,1.2,2.2,97.5,7.0,9.0,-2.0,0,2,1.0,3.0,0.2,1.4,1.8,-3,5,8,1.0,1.6,1,2
2013-03-09,West Brom,Swansea,1516.455865435131,1539.695454584719,5.0,5.0,0.0,0,1,2.0,3.0,0.4,1.0,1.0,37.5,5.0,7.0,-2.0,1,0,2.0,2.0,0.4,1.0,1.4,-3,2,8,0.6666666666666666,2.6666666666666665,2,1
2013-03-10,Liverpool,Tottenham,1606.924362112335,1641.601954573047,13.0,6.0,7.0,2,0,2.0,1.0,0.4,2.6,1.2,37.50000000000001,9.0,5.0,4.0,4,0,4.0,0.0,0.8,1.8,1.0,0,21,20,1.2352941176470589,1.1764705882352942,3,2
2013-03-10,Newcastle,Stoke,1520.6863504305502,1503.2878165612344,10.0,8.0,2.0,0,1,3.0,2.0,0.6,2.0,1.6,97.5,4.0,6.0,-2.0,0,2,1.0,3.0,0.2,0.8,1.2,-1,11,12,1.5714285714285714,1.7142857142857142,2,1
2013-03-16,Aston Villa,QPR,1471.8814289157406,1461.2372103240305,8.0,8.0,0.0,1,0,2.0,2.0,0.4,1.6,1.6,-22.500000000000004,6.0,8.0,-2.0,2,0,2.0,2.0,0.4,1.2,1.6,0,4,4,1.3333333333333333,1.3333333333333333,3,2
2013-03-16,Everton,Man City,1603.4461455282021,1712.6270449570834,9.0,9.0,0.0,1,0,2.0,2.0,0.4,1.8,1.8,-22.499999999999996,6.0,5.0,1.0,2,0,2.0,1.0,0.4,1.2,1.0,7,21,13,1.2352941176470589,0.7647058823529411,2,0
2013-03-16,Man United,Reading,1763.0599023873233,1416.8901490621029,11.0,1.0,10.0,5,0,5.0,0.0,1.0,2.2,0.2,127.50000000000001,5.0,11.0,-6.0,0,4,1.0,4.0,0.2,1.0,2.2,3,10,6,2.0,1.2,1,0
2013-03-16,Southampton,Liverpool,1475.998294062961,1613.7907181207572,8.0,9.0,-1.0,0,0,1.0,2.0,0.2,1.6,1.8,-22.500000000000004,14.0,6.0,8.0,3,0,3.0,1.0,0.6,2.8,1.2,-1,2,2,0.6666666666666666,0.6666666666666666,3,1
2013-03-16,Stoke,West Brom,1498.802787588921,1523.060187042143,3.0,6.0,-3.0,0,3,1.0,4.0,0.2,0.6,1.2,7.5,6.0,4.0,2.0,1,0,3.0,2.0,0.6,1.2,0.8,4,10,3,1.4285714285714286,0.42857142857142855,0,0
2013-03-16,Swansea,Arsenal,1533.091132977707,1645.1732611957857,6.0,9.0,-3.0,0,1,2.0,3.0,0.4,1.2,1.8,37.49999999999999,7.0,5.0,2.0,0,1,3.0,1.0,0.6,1.4,1.0,1,5,3,1.6666666666666667,1.0,0,2
2013-03-17,Tottenham,Fulham,1634.7355985646248,1520.4970197555956,10.0,7.0,3.0,0,1,4.0,1.0,0.8,2.0,1.4,67.5,6.0,4.0,2.0,0,0,2.0,1.0,0.4,1.2,0.8,6,26,12,1.5294117647058822,0.7058823529411765,0,1
2013-03-17,Wigan,Newcastle,1461.9877730070086,1525.1713794028635,8.0,12.0,-4.0,0,1,1.0,2.0,0.2,1.6,2.4,-22.500000000000004,10.0,8.0,2.0,1,0,3.0,2.0,0.6,2.0,1.6,-1,15,16,1.1538461538461537,1.2307692307692308,2,1
2013-03-17,Sunderland,Norwich,1484.6670869757063,1481.1196351723067,5.0,10.0,-5.0,0,1,0.0,4.0,0.0,1.0,2.0,37.5,2.0,5.0,-3.0,0,0,1.0,1.0,0.2,0.4,1.0,-1,5,4,1.6666666666666667,1.3333333333333333,1,1
2013-03-17,Chelsea,West Ham,1652.5104061342552,1462.4373753347384,9.0,8.0,1.0,1,0,2.0,2.0,0.4,1.8,1.6,67.5,6.0,8.0,-2.0,1,0,2.0,3.0,0.4,1.2,1.6,9,31,10,2.3846153846153846,0.7692307692307693,2,0
2013-03-30,Arsenal,Reading,1653.5525552102542,1416.1895523752416,7.0,3.0,4.0,1,0,4.0,1.0,0.8,1.4,0.6,67.5,3.0,11.0,-8.0,0,5,0.0,5.0,0.0,0.6,2.2,5,16,4,3.2,0.8,4,1
2013-03-30,Everton,Stoke,1617.562609901917,1499.2810874503705,9.0,8.0,1.0,2,0,2.0,2.0,0.4,1.8,1.6,97.5,3.0,5.0,-2.0,0,0,1.0,3.0,0.2,0.6,1.0,1,10,9,1.1111111111111112,1.0,1,0
2013-03-30,Man City,Newcastle,1698.5105805833684,1516.8869735005114,6.0,7.0,-1.0,0,1,2.0,2.0,0.4,1.2,1.4,97.50000000000001,8.0,8.0,0.0,0,1,2.0,3.0,0.4,1.6,1.6,8,30,14,2.0,0.9333333333333333,4,0
2013-03-30,Southampton,Chelsea,1490.653735204387,1656.1496056557592,9.0,8.0,1.0,1,0,2.0,2.0,0.4,1.8,1.6,7.5,9.0,6.0,3.0,2,0,3.0,2.0,0.6,1.8,1.2,-2,4,7,1.3333333333333333,2.3333333333333335,2,1
2013-03-30,Sunderland,Man United,1483.512652051432,1763.7604990741845,5.0,9.0,-4.0,0,0,0.0,3.0,0.0,1.0,1.8,-52.5,10.0,0.0,10.0,5,0,5.0,0.0,1.0,2.0,0.0,-10,5,21,0.38461538461538464,1.6153846153846154,0,1
2013-03-30,Swansea,Tottenham,1524.7118389632385,1625.2593015612385,6.0,10.0,-4.0,0,2,2.0,3.0,0.4,1.2,2.0,37.49999999999999,9.0,8.0,1.0,0,2,3.0,2.0,0.6,1.8,1.6,-2,2,5,0.6666666666666666,1.6666666666666667,1,2
2013-03-30,West Ham,West Brom,1458.7981758132344,1522.5818871806937,5.0,7.0,-2.0,0,1,2.0,3.0,0.4,1.0,1.4,37.5,6.0,3.0,3.0,0,0,3.0,1.0,0.6,1.2,0.6,1,9,8,1.2857142857142858,1.1428571428571428,3,1
2013-03-30,Wigan,Norwich,1470.2721789093607,1482.274070096581,8.0,11.0,-3.0,1,0,2.0,2.0,0.4,1.6,2.2,37.5,3.0,6.0,-3.0,0,0,1.0,1.0,0.2,0.6,1.2,-1,3,4,1.0,1.3333333333333333,1,0
2013-03-31,Aston Villa,Liverpool,1479.0109155538057,1599.1352769793311,8.0,7.0,1.0,2,0,3.0,2.0,0.6,1.6,1.4,37.5,13.0,7.0,6.0,0,1,3.0,2.0,0.6,2.6,1.4,-6,15,29,0.8823529411764706,1.7058823529411764,1,2
2013-04-01,Fulham,QPR,1529.9733167589818,1454.1077236859653,4.0,3.0,1.0,1,0,2.0,1.0,0.4,0.8,0.6,7.5,8.0,11.0,-3.0,0,1,2.0,3.0,0.4,1.6,2.2,1,8,2,2.6666666666666665,0.6666666666666666,3,2
2013-04-06,Stoke,Aston Villa,1496.4523504216156,1473.8897759669971,1.0,5.0,-4.0,0,1,0.0,4.0,0.0,0.2,1.0,7.5,7.0,8.0,-1.0,0,1,2.0,3.0,0.4,1.4,1.6,1,9,8,1.0,0.8888888888888888,1,3
2013-04-06,West Brom,Arsenal,1510.905735967259,1657.1425900170134,5.0,6.0,-1.0,0,1,2.0,2.0,0.4,1.0,1.2,7.5,10.0,4.0,6.0,2,0,4.0,1.0,0.8,2.0,0.8,-5,12,23,1.0909090909090908,2.090909090909091,1,2
2013-04-06,Reading,Southampton,1412.5995175684825,1499.874396352726,3.0,13.0,-10.0,0,5,0.0,5.0,0.0,0.6,2.6,67.5,8.0,8.0,0.0,2,0,2.0,2.0,0.4,1.6,1.6,-1,0,1,0.0,1.0,0,2
2013-04-06,Norwich,Swansea,1475.9239817585244,1519.183005868374,3.0,7.0,-4.0,0,1,1.0,2.0,0.2,0.6,1.4,37.5,3.0,11.0,-8.0,0,3,1.0,4.0,0.2,0.6,2.2,3,10,6,3.3333333333333335,2.0,2,2
2013-04-07,Chelsea,Sunderland,1646.92894450742,1481.966867859611,8.0,5.0,3.0,0,1,3.0,2.0,0.6,1.6,1.0,97.50000000000001,5.0,9.0,-4.0,0,1,0.0,3.0,0.0,1.0,1.8,11,35,13,2.6923076923076925,1.0,2,1
2013-04-07,Liverpool,West Ham,1604.2564165661397,1470.474327026669,15.0,6.0,9.0,1,0,4.0,1.0,0.8,3.0,1.2,97.50000000000001,7.0,8.0,-1.0,1,0,2.0,3.0,0.4,1.4,1.6,8,28,11,2.1538461538461537,0.8461538461538461,0,0
2013-04-07,Newcastle,Fulham,1512.1155853693522,1535.0793290379354,7.0,10.0,-3.0,0,2,2.0,3.0,0.4,1.4,2.0,37.49999999999999,7.0,4.0,3.0,2,0,3.0,0.0,0.6,1.4,0.8,-5,16,23,1.0666666666666667,1.5333333333333334,1,0
2013-04-07,QPR,Wigan,1449.0017114070117,1476.6222672474173,9.0,10.0,-1.0,0,2,2.0,3.0,0.4,1.8,2.0,-22.500000000000004,7.0,9.0,-2.0,2,0,3.0,2.0,0.6,1.4,1.8,0,5,5,1.6666666666666667,1.6666666666666667,1,1
2013-04-07,Tottenham,Everton,1630.788134656103,1620.391346930672,9.0,8.0,1.0,1,0,3.0,2.0,0.6,1.8,1.6,37.49999999999999,7.0,5.0,2.0,3,0,3.0,2.0,0.6,1.4,1.0,1,21,18,1.2352941176470589,1.0588235294117647,2,2
2013-04-08,Man United,Man City,1765.3062832660055,1703.2819687145277,10.0,0.0,10.0,5,0,5.0,0.0,1.0,2.0,0.0,97.5,8.0,5.0,3.0,1,0,3.0,2.0,0.6,1.6,1.0,4,23,21,1.3529411764705883,1.2352941176470589,1,2
2013-04-13,Arsenal,Norwich,1661.18931415678,1476.0892918788143,11.0,5.0,6.0,3,0,4.0,1.0,0.8,2.2,1.0,127.50000000000001,3.0,8.0,-5.0,0,0,0.0,2.0,0.0,0.6,1.6,2,13,7,2.6,1.4,3,1
2013-04-13,Aston Villa,Fulham,1485.6632481136432,1528.4812877936683,9.0,7.0,2.0,1,0,3.0,2.0,0.6,1.8,1.4,37.5,7.0,5.0,2.0,0,1,3.0,1.0,0.6,1.4,1.0,2,20,16,1.1764705882352942,0.9411764705882353,1,1
2013-04-13,Everton,QPR,1621.732070693543,1450.4024606125602,9.0,5.0,4.0,0,0,3.0,1.0,0.6,1.8,1.0,97.50000000000001,10.0,9.0,1.0,0,0,2.0,2.0,0.4,2.0,1.8,-1,2,3,0.6666666666666666,1.0,2,0
2013-04-13,Reading,Liverpool,1402.330319463763,1598.9888537256463,3.0,12.0,-9.0,0,5,0.0,5.0,0.0,0.6,2.4,-22.500000000000004,10.0,6.0,4.0,0,0,3.0,1.0,0.6,2.0,1.2,-3,5,8,1.0,1.6,0,0
2013-04-13,Southampton,West Ham,1510.1435944574455,1475.7418898671624,8.0,4.0,4.0,3,0,3.0,1.0,0.6,1.6,0.8,67.5,6.0,6.0,0.0,0,0,2.0,2.0,0.4,1.2,1.2,-1,1,4,1.0,4.0,1,1
2013-04-14,Newcastle,Sunderland,1518.7136266136192,1479.7274415777795,4.0,8.0,-4.0,1,0,2.0,3.0,0.4,0.8,1.6,97.50000000000001,5.0,9.0,-4.0,0,2,0.0,3.0,0.0,1.0,1.8,4,21,11,1.9090909090909092,1.0,0,3
2013-04-14,Stoke,Man United,1484.6788782749695,1756.0683619178562,2.0,7.0,-5.0,0,2,0.0,4.0,0.0,0.4,1.4,-82.5,9.0,2.0,7.0,0,1,4.0,1.0,0.8,1.8,0.4,-8,5,23,0.5555555555555556,2.5555555555555554,0,2
2013-04-16,Arsenal,Everton,1663.9195725265959,1625.1672610455778,12.0,5.0,7.0,4,0,4.0,1.0,0.8,2.4,1.0,97.50000000000001,10.0,3.0,7.0,1,0,4.0,0.0,0.8,2.0,0.6,9,38,13,2.235294117647059,0.7647058823529411,0,0
2013-04-17,Fulham,Chelsea,1528.328603343047,1649.1683707892516,7.0,6.0,1.0,0,0,2.0,1.0,0.4,1.4,1.2,67.5,6.0,5.0,1.0,1,0,3.0,2.0,0.6,1.2,1.0,-8,14,28,0.8235294117647058,1.6470588235294117,0,3
2013-04-17,Man City,Wigan,1712.519890062677,1475.2215180418689,9.0,3.0,6.0,2,0,4.0,1.0,0.8,1.8,0.6,97.50000000000001,7.0,6.0,1.0,0,0,3.0,1.0,0.6,1.4,1.2,2,19,14,1.2666666666666666,0.9333333333333333,1,0
2013-04-17,West Ham,Man United,1478.467313569428,1758.2517921601423,5.0,4.0,1.0,0,0,2.0,1.0,0.4,1.0,0.8,-22.50000000000001,9.0,2.0,7.0,1,0,4.0,1.0,0.8,1.8,0.4,-7,8,26,0.6153846153846154,2.0,2,2
2013-04-20,Fulham,Arsenal,1516.855559945844,1660.4049837313291,5.0,7.0,-2.0,0,1,2.0,2.0,0.4,1.0,1.4,7.5,11.0,3.0,8.0,0,0,4.0,0.0,0.8,2.2,0.6,-7,15,36,0.8823529411764706,2.1176470588235294,0,1
2013-04-20,Norwich,Reading,1473.3590335089984,1407.4102243751536,4.0,7.0,-3.0,0,1,0.0,2.0,0.0,0.8,1.4,7.5,2.0,9.0,-7.0,0,0,0.0,4.0,0.0,0.4,1.8,0,0,0,0.0,0.0,2,1
2013-04-20,QPR,Stoke,1446.9672702605253,1482.4954480326835,8.0,10.0,-2.0,0,1,1.0,3.0,0.2,1.6,2.0,37.5,2.0,8.0,-6.0,0,3,0.0,4.0,0.0,0.4,1.6,1,4,3,1.3333333333333333,1.0,0,2
2013-04-20,Sunderland,Everton,1497.65990699145,1628.6818498408445,6.0,7.0,-1.0,1,0,1.0,3.0,0.2,1.2,1.4,7.5,7.0,2.0,5.0,0,0,3.0,0.0,0.6,1.4,0.4,-9,8,30,0.6153846153846154,2.3076923076923075,1,0
2013-04-20,Swansea,Southampton,1519.0176957480842,1507.41817075518,5.0,8.0,-3.0,0,0,1.0,3.0,0.2,1.0,1.6,67.5,8.0,3.0,5.0,0,0,3.0,0.0,0.6,1.6,0.6,0,1,1,1.0,1.0,0,0
2013-04-20,West Brom,Newcastle,1506.8590118274924,1500.7811611999487,4.0,7.0,-3.0,0,2,1.0,3.0,0.2,0.8,1.4,37.5,4.0,10.0,-6.0,0,1,2.0,3.0,0.4,0.8,2.0,-5,15,25,1.3636363636363635,2.272727272727273,1,1
2013-04-20,West Ham,Wigan,1484.6339705892392,1473.692805697561,6.0,6.0,0.0,0,0,1.0,1.0,0.2,1.2,1.2,37.5,4.0,7.0,-3.0,0,1,2.0,2.0,0.4,0.8,1.4,0,18,17,1.3846153846153846,1.3076923076923077,2,0
2013-04-21,Liverpool,Chelsea,1593.9089488142558,1660.6414141864545,6.0,6.0,0.0,0,0,2.0,1.0,0.4,1.2,1.2,67.5,9.0,3.0,6.0,2,0,4.0,1.0,0.8,1.8,0.6,0,17,17,1.0,1.0,2,2
2013-04-21,Tottenham,Man City,1629.447410893232,1714.0486024069849,8.0,8.0,0.0,0,0,2.0,2.0,0.4,1.6,1.6,7.5,8.0,3.0,5.0,3,0,4.0,1.0,0.8,1.6,0.6,6,26,20,1.5294117647058822,1.1764705882352942,3,1
2013-04-22,Man United,Aston Villa,1752.085135140331,1485.8159325642646,7.0,4.0,3.0,0,0,3.0,1.0,0.6,1.4,0.8,67.5,10.0,7.0,3.0,0,0,3.0,1.0,0.6,2.0,1.4,12,38,12,2.235294117647059,0.7058823529411765,3,0
2013-04-27,Southampton,West Brom,1509.5786243517628,1505.6355119439509,8.0,3.0,5.0,0,0,3.0,0.0,0.6,1.6,0.6,67.5,5.0,7.0,-2.0,0,0,1.0,2.0,0.2,1.0,1.4,-1,2,4,0.6666666666666666,1.3333333333333333,0,3
2013-04-27,Wigan,Tottenham,1464.4324735239936,1642.3790694704358,4.0,5.0,-1.0,0,2,2.0,2.0,0.4,0.8,1.0,-22.499999999999996,9.0,8.0,1.0,1,0,2.0,2.0,0.4,1.8,1.6,-4,14,32,0.9333333333333333,2.1333333333333333,2,2
2013-04-27,Stoke,Norwich,1493.5340267701577,1478.6693308452345,3.0,6.0,-3.0,1,0,1.0,3.0,0.2,0.6,1.2,37.5,6.0,8.0,-2.0,1,0,1.0,2.0,0.2,1.2,1.6,0,2,2,0.6666666666666666,0.6666666666666666,1,0
2013-04-27,Everton,Fulham,1619.8791420336202,1512.7608280643503,5.0,3.0,2.0,0,1,2.0,1.0,0.4,1.0,0.6,97.50000000000001,4.0,8.0,-4.0,0,2,1.0,3.0,0.2,0.8,1.6,5,28,14,1.6470588235294117,0.8235294117647058,1,0
2013-04-27,Newcastle,Liverpool,1502.0046610834902,1593.8868651323305,3.0,10.0,-7.0,0,0,1.0,3.0,0.2,0.6,2.0,67.5,5.0,6.0,-1.0,0,0,1.0,1.0,0.2,1.0,1.2,-6,13,33,0.8666666666666667,2.2,0,6
2013-04-27,Man City,West Ham,1701.1169438297811,1493.8943027628065,8.0,6.0,2.0,0,1,3.0,2.0,0.6,1.6,1.2,97.50000000000001,8.0,4.0,4.0,1,0,2.0,0.0,0.4,1.6,0.8,6,20,8,1.5384615384615385,0.6153846153846154,2,1
2013-04-28,Arsenal,Man United,1664.499715612823,1755.1596550474364,10.0,3.0,7.0,1,0,4.0,0.0,0.8,2.0,0.6,7.5,9.0,4.0,5.0,1,0,3.0,1.0,0.6,1.8,0.8,-6,17,32,1.0,1.8823529411764706,1,1
2013-04-28,Chelsea,Swansea,1660.6634978683799,1516.8572421515014,10.0,5.0,5.0,0,0,3.0,1.0,0.6,2.0,1.0,157.5,4.0,8.0,-4.0,0,0,0.0,3.0,0.0,0.8,1.6,1,6,3,2.0,1.0,2,0
